ticket_id,date,ticket_age_days,priority,assigned_engineer_load,past_sla_breaches,avg_resolution_time,reopen_count,customer_escalations,weekend_flag,workload_trend_7d,resolution_delay_trend,risk_label
TKT_0001,2025-12-07 14:18:56.096514,21,Low,7,0,7.587945476302646,2,0,1,-0.4000250841819971,0.15924889196586717,0
TKT_0001,2025-12-08 14:18:56.096514,53,Low,4,0,7.587945476302646,2,0,0,0.15088847294885288,-0.24358842097289973,0
TKT_0001,2025-12-09 14:18:56.096514,24,Low,12,0,7.587945476302646,2,1,0,-0.49922123415898567,0.6922115592912175,0
TKT_0001,2025-12-10 14:18:56.096514,33,Low,12,0,7.587945476302646,2,0,0,-0.4929336947802826,-0.27693757495858423,0
TKT_0001,2025-12-11 14:18:56.096514,27,Low,10,0,7.587945476302646,2,0,0,0.47375551884145917,-0.06722865956969576,0
TKT_0001,2025-12-12 14:18:56.096514,47,Low,19,0,7.587945476302646,2,0,0,0.4832308858067882,0.16676289324797994,0
TKT_0001,2025-12-13 14:18:56.096514,37,Low,19,0,7.587945476302646,2,0,1,-0.04950074803045701,-0.28673503884013346,0
TKT_0001,2025-12-14 14:18:56.096514,25,Low,14,0,7.587945476302646,2,0,1,-0.19538623082662931,-0.20232788599361612,0
TKT_0001,2025-12-15 14:18:56.096514,20,Low,15,0,7.587945476302646,2,0,0,0.10999665778262091,0.5331949117361643,0
TKT_0001,2025-12-16 14:18:56.096514,35,Low,14,0,7.587945476302646,2,0,0,-0.31776391221193767,0.4553614103176525,0
TKT_0001,2025-12-17 14:18:56.096514,6,Low,22,0,7.587945476302646,2,0,0,-0.31514554447447296,0.6695846277645585,0
TKT_0001,2025-12-18 14:18:56.096514,26,Low,12,0,7.587945476302646,2,1,0,0.3948273504276488,0.29789997881108515,0
TKT_0001,2025-12-19 14:18:56.096514,48,Low,15,0,7.587945476302646,2,0,0,-0.3040171375808548,-0.2547727110894619,0
TKT_0001,2025-12-20 14:18:56.096514,40,Low,21,0,7.587945476302646,2,0,1,-0.2286509682261041,0.5287375091519293,0
TKT_0001,2025-12-21 14:18:56.096514,26,Low,13,0,7.587945476302646,2,0,1,0.30219698075403967,-0.22544935632022917,0
TKT_0001,2025-12-22 14:18:56.096514,7,Low,9,0,7.587945476302646,2,0,0,-0.3012843184658276,-0.2944778828763976,0
TKT_0001,2025-12-23 14:18:56.096514,11,Low,19,0,7.587945476302646,2,0,0,0.2290071680409873,0.47127034668594575,0
TKT_0001,2025-12-24 14:18:56.096514,5,Low,10,0,7.587945476302646,2,0,0,-0.3841309404748703,0.5631034258755936,0
TKT_0001,2025-12-25 14:18:56.096514,8,Low,12,0,7.587945476302646,2,0,0,-0.43644164971397637,0.010982321715662213,0
TKT_0001,2025-12-26 14:18:56.096514,24,Low,5,0,7.587945476302646,2,0,0,0.13755747135521312,0.5872127425763265,0
TKT_0001,2025-12-27 14:18:56.096514,1,Low,3,0,7.587945476302646,2,0,1,0.213244787222995,0.46078504861689745,0
TKT_0001,2025-12-28 14:18:56.096514,26,Low,23,0,7.587945476302646,2,0,1,-0.006204403635609257,0.22273282938199407,0
TKT_0001,2025-12-29 14:18:56.096514,15,Low,10,0,7.587945476302646,2,0,0,-0.2982807976646038,0.5957635956735194,0
TKT_0001,2025-12-30 14:18:56.096514,49,Low,20,0,7.587945476302646,2,0,0,0.1955160864261275,-0.1606685455941243,0
TKT_0001,2025-12-31 14:18:56.096514,39,Low,13,0,7.587945476302646,2,0,0,-0.2969387752652306,0.642853570557981,0
TKT_0001,2026-01-01 14:18:56.096514,7,Low,19,0,7.587945476302646,2,0,0,0.42969765234257307,0.5081203795644169,0
TKT_0001,2026-01-02 14:18:56.096514,57,Low,21,0,7.587945476302646,2,0,0,0.30367207689911446,-0.11342994111396415,0
TKT_0001,2026-01-03 14:18:56.096514,30,Low,11,0,7.587945476302646,2,0,1,-0.37791204529932665,0.056297838076974915,0
TKT_0001,2026-01-04 14:18:56.096514,33,Low,1,0,7.587945476302646,2,0,1,-0.07289221137374369,0.5180147659224932,0
TKT_0001,2026-01-05 14:18:56.096514,41,Low,3,0,7.587945476302646,2,0,0,0.010747302577565732,0.117411003148779,0
TKT_0002,2025-12-07 14:18:56.096514,15,Low,22,2,4.038536542632651,1,0,1,0.05810200201734117,0.10383617105804083,0
TKT_0002,2025-12-08 14:18:56.096514,49,Low,20,2,4.038536542632651,1,0,0,0.19630427283978835,0.41227058992444204,0
TKT_0002,2025-12-09 14:18:56.096514,37,Low,17,2,4.038536542632651,1,1,0,-0.233218985724715,0.6766149558326529,0
TKT_0002,2025-12-10 14:18:56.096514,28,Low,22,2,4.038536542632651,1,0,0,-0.154928751973317,0.3343513447013638,0
TKT_0002,2025-12-11 14:18:56.096514,2,Low,21,2,4.038536542632651,1,0,0,0.4856504541106007,-0.057944728488499575,0
TKT_0002,2025-12-12 14:18:56.096514,4,Low,23,2,4.038536542632651,1,0,0,-0.26236245600760033,0.4282163486118596,0
TKT_0002,2025-12-13 14:18:56.096514,24,Low,5,2,4.038536542632651,1,0,1,0.1335297107608947,0.2357746840747585,0
TKT_0002,2025-12-14 14:18:56.096514,48,Low,16,2,4.038536542632651,1,0,1,-0.17921993502826417,-0.11348148960014576,0
TKT_0002,2025-12-15 14:18:56.096514,29,Low,3,2,4.038536542632651,1,0,0,0.17756436184228241,-0.28341217107214384,0
TKT_0002,2025-12-16 14:18:56.096514,3,Low,19,2,4.038536542632651,1,0,0,-0.40382344890857924,0.640523264489604,0
TKT_0002,2025-12-17 14:18:56.096514,40,Low,7,2,4.038536542632651,1,1,0,-0.36247905585400675,0.04106635105025852,0
TKT_0002,2025-12-18 14:18:56.096514,25,Low,18,2,4.038536542632651,1,1,0,0.377339353380981,-0.04205837228484438,0
TKT_0002,2025-12-19 14:18:56.096514,16,Low,16,2,4.038536542632651,1,0,0,0.029650578356006485,-0.058147709099548306,0
TKT_0002,2025-12-20 14:18:56.096514,48,Low,12,2,4.038536542632651,1,0,1,0.3826363431893397,-0.11129289165862061,0
TKT_0002,2025-12-21 14:18:56.096514,41,Low,3,2,4.038536542632651,1,0,1,0.3466611422383059,0.5563242918780924,0
TKT_0002,2025-12-22 14:18:56.096514,54,Low,24,2,4.038536542632651,1,0,0,0.3509284487675127,0.6356349942209476,0
TKT_0002,2025-12-23 14:18:56.096514,36,Low,6,2,4.038536542632651,1,0,0,0.08068662143645466,0.0722827665617431,0
TKT_0002,2025-12-24 14:18:56.096514,25,Low,3,2,4.038536542632651,1,1,0,-0.2160790252625343,0.005363860344393456,0
TKT_0002,2025-12-25 14:18:56.096514,2,Low,22,2,4.038536542632651,1,0,0,0.4944574626108207,-0.12407474732265461,0
TKT_0002,2025-12-26 14:18:56.096514,4,Low,1,2,4.038536542632651,1,0,0,-0.3211772907786712,0.06646878458285993,0
TKT_0002,2025-12-27 14:18:56.096514,8,Low,7,2,4.038536542632651,1,0,1,-0.19193920814761078,0.24254023055489932,0
TKT_0002,2025-12-28 14:18:56.096514,59,Low,19,2,4.038536542632651,1,0,1,-0.24953818139441586,0.2898708475605439,0
TKT_0002,2025-12-29 14:18:56.096514,38,Low,13,2,4.038536542632651,1,0,0,0.406098787718554,0.13439436551042866,0
TKT_0002,2025-12-30 14:18:56.096514,21,Low,1,2,4.038536542632651,1,0,0,-0.0074823061811361,-0.10475701220195549,0
TKT_0002,2025-12-31 14:18:56.096514,48,Low,19,2,4.038536542632651,1,0,0,0.268554014306309,-0.25639622824556624,0
TKT_0002,2026-01-01 14:18:56.096514,44,Low,14,2,4.038536542632651,1,1,0,-0.1298412997445556,-0.28454338347113256,0
TKT_0002,2026-01-02 14:18:56.096514,24,Low,17,2,4.038536542632651,1,0,0,0.07229246917083831,0.6803315837160457,0
TKT_0002,2026-01-03 14:18:56.096514,52,Low,21,2,4.038536542632651,1,0,1,-0.23152514310984318,0.1852798742763157,0
TKT_0002,2026-01-04 14:18:56.096514,18,Low,10,2,4.038536542632651,1,1,1,0.196029796674973,0.270061170089365,0
TKT_0002,2026-01-05 14:18:56.096514,24,Low,18,2,4.038536542632651,1,0,0,0.4900538501042633,-0.15991598476347596,0
TKT_0003,2025-12-07 14:18:56.096514,33,Medium,9,1,7.66691755978784,1,0,1,-0.14050884878024483,-0.0064081557355066265,0
TKT_0003,2025-12-08 14:18:56.096514,55,Medium,3,1,7.66691755978784,1,0,0,0.11151371086568052,-0.21840581959975963,0
TKT_0003,2025-12-09 14:18:56.096514,7,Medium,4,1,7.66691755978784,1,0,0,0.14996393077776515,0.40196687725770336,0
TKT_0003,2025-12-10 14:18:56.096514,16,Medium,14,1,7.66691755978784,1,0,0,-0.1620048431484642,0.07558295263994402,0
TKT_0003,2025-12-11 14:18:56.096514,2,Medium,23,1,7.66691755978784,1,0,0,-0.17184733252526807,-0.1449583832722558,0
TKT_0003,2025-12-12 14:18:56.096514,22,Medium,22,1,7.66691755978784,1,0,0,-0.4611652655705768,0.0032655146732228357,0
TKT_0003,2025-12-13 14:18:56.096514,43,Medium,5,1,7.66691755978784,1,0,1,0.26999355309861084,-0.08417897250315681,0
TKT_0003,2025-12-14 14:18:56.096514,5,Medium,7,1,7.66691755978784,1,0,1,-0.4483182788313923,0.231354631568148,0
TKT_0003,2025-12-15 14:18:56.096514,47,Medium,3,1,7.66691755978784,1,0,0,0.22609133372266155,0.6758520794625347,0
TKT_0003,2025-12-16 14:18:56.096514,42,Medium,19,1,7.66691755978784,1,0,0,-0.22916774873792578,0.13897142070563612,0
TKT_0003,2025-12-17 14:18:56.096514,55,Medium,5,1,7.66691755978784,1,0,0,-0.4191270333828023,0.12831447494010778,0
TKT_0003,2025-12-18 14:18:56.096514,12,Medium,21,1,7.66691755978784,1,0,0,0.41521372762648046,0.14235222973110445,0
TKT_0003,2025-12-19 14:18:56.096514,32,Medium,22,1,7.66691755978784,1,0,0,0.16019737671773127,-0.02006610305405715,0
TKT_0003,2025-12-20 14:18:56.096514,16,Medium,7,1,7.66691755978784,1,0,1,-0.06432710132210895,0.43003931656181854,0
TKT_0003,2025-12-21 14:18:56.096514,3,Medium,12,1,7.66691755978784,1,0,1,-0.34135355235750897,-0.1798353521943578,0
TKT_0003,2025-12-22 14:18:56.096514,29,Medium,14,1,7.66691755978784,1,0,0,-0.4058430117314399,0.011413309391294202,0
TKT_0003,2025-12-23 14:18:56.096514,52,Medium,5,1,7.66691755978784,1,0,0,-0.4021658393489985,0.19161587511683237,0
TKT_0003,2025-12-24 14:18:56.096514,39,Medium,4,1,7.66691755978784,1,0,0,-0.06614835076202696,0.09850473439737345,0
TKT_0003,2025-12-25 14:18:56.096514,10,Medium,22,1,7.66691755978784,1,0,0,-0.4546959902279555,0.07461261462647123,0
TKT_0003,2025-12-26 14:18:56.096514,58,Medium,19,1,7.66691755978784,1,0,0,0.3564898411883223,0.358693631618945,0
TKT_0003,2025-12-27 14:18:56.096514,4,Medium,16,1,7.66691755978784,1,0,1,0.1424192782063156,-0.2734886894583782,0
TKT_0003,2025-12-28 14:18:56.096514,32,Medium,20,1,7.66691755978784,1,0,1,-0.11183007379347809,0.3432882184423532,0
TKT_0003,2025-12-29 14:18:56.096514,33,Medium,19,1,7.66691755978784,1,0,0,0.1259396701015728,0.520426843771268,0
TKT_0003,2025-12-30 14:18:56.096514,40,Medium,10,1,7.66691755978784,1,0,0,-0.22603887267886624,-0.08541088029162586,0
TKT_0003,2025-12-31 14:18:56.096514,46,Medium,2,1,7.66691755978784,1,0,0,0.11825388433789286,0.03655421488872651,0
TKT_0003,2026-01-01 14:18:56.096514,26,Medium,8,1,7.66691755978784,1,0,0,0.18161366897278974,0.040624569464240035,0
TKT_0003,2026-01-02 14:18:56.096514,51,Medium,9,1,7.66691755978784,1,0,0,0.19289035869193938,0.048336604453197374,0
TKT_0003,2026-01-03 14:18:56.096514,11,Medium,24,1,7.66691755978784,1,0,1,0.3034809303848486,-0.017965427428693503,0
TKT_0003,2026-01-04 14:18:56.096514,10,Medium,5,1,7.66691755978784,1,0,1,0.306834739267264,0.6905051420006734,0
TKT_0003,2026-01-05 14:18:56.096514,48,Medium,4,1,7.66691755978784,1,0,0,0.27641296074199684,0.040803540253017856,0
TKT_0004,2025-12-07 14:18:56.096514,23,Critical,3,0,7.1186030191022125,0,0,1,0.40255290667956667,0.20525237244785716,0
TKT_0004,2025-12-08 14:18:56.096514,48,Critical,22,0,7.1186030191022125,0,0,0,-0.4000151128381366,-0.24651470325263108,1
TKT_0004,2025-12-09 14:18:56.096514,41,Critical,19,0,7.1186030191022125,0,0,0,-0.18068636240958513,0.650061967050805,1
TKT_0004,2025-12-10 14:18:56.096514,52,Critical,19,0,7.1186030191022125,0,0,0,-0.41671558880474036,-0.2082958527415189,1
TKT_0004,2025-12-11 14:18:56.096514,12,Critical,20,0,7.1186030191022125,0,0,0,0.25237452943768,0.49157904372584854,1
TKT_0004,2025-12-12 14:18:56.096514,57,Critical,7,0,7.1186030191022125,0,0,0,-0.00557969529741853,-0.2424412399833557,0
